nb_avis,email,created_at,score,rating,prenom,ne_plus_contacter,adresse,ecarte,data_extra,note,updated_at,source,id,telephone,statut_meta,liste_id,entreprise,statut,ville,secteur,nom,site_web
9157,,2026-09-14T14:46:34,0,4.9,,0,"
124 Bd Richard-Lenoir, 75011 Paris, France",1,"{""legacy_id"": 586, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+l%27Adresse+Paris+11+Oberkampf/data=!4m7!3m6!1s0x47e66dfcd7bc4997:0x9a2d51cbfb75488d!8m2!3d48.8652022!4d2.3706465!16s%2Fg%2F11csq7ndgh!19sChIJl0m81_xt5kcRjUh1-8tRLZo?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:34:41"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 35, ""ia_signaux"": ""réseau LAdresse (ladresse) — grand compte"", ""ia_reco"": ""a_verifier""}","Acheter Louer Connexion Agence Immobilière l'Adresse Oberkampf Paris 11 🏡 Depuis plus d’une décennie, L’adresse Paris-Oberkampf est votre agence immobilière de confiance à Paris (📍124 bd Richard-Lenoir). Nous sommes spécialisés en transaction (vente & achat d'appartements) et en gestion locative. Vous êtes propriétaire ? Confiez-nous votre bien : nous gérons la mise en location, la sélection des locataires, les baux et le suivi complet. 📑 Vous souhaitez vendre ou connaître la valeur de votre bien ? Profitez d’une estimation fiable et gratuite, réalisée par nos experts. 🔍 Une équipe locale, réactive et engagée pour concrétiser tous vos projets immobiliers à Paris. 🤝 Contactez-nous dès aujourd’hui ! Nous faisons partie du réseau L'ADRESSE (350 agences en France et 80 en IDF) réseau coopératif créé en 1999. Estimer Acheter Louer Quel type de bien ? Maison Appartement Demeure de Prestige Fonds de commerce Parking / box Immeuble Domaine agricole Domaine forestier Terrain Bureaux Cession de bail Entrepôt / Local industriel Loft Murs Entreprise Longère Villa Etang Moulin Manoir Programme Neuf Riad Corps de ferme Local commercial Terrain de loisirs Bastide Château Hotel particulier Bergerie Hameau Grange Lotissement Local d'activité Chalet Maison de village Mas Exploitation Agricole Cave Propriété de chasse Propriété de loisirs Propriété d'agrément Bois de chasse Territoire de chasse Marina Péniche Chambre Immeuble de rapport Maison de maître Maison bourgeoise Maison de ville Maison de pays Fermette Ferme Demeure Maison d'architecte Mobil Home Dépendance Grange aménagée Maison de gardien Demeure Contemporaine Haras Ecurie Propriété Equestre Rechercher Plus de critères Vous souhaitez acheter un bien ? Simulez votre financement. Vous voulez vendre votre maison ou appartement ? Estimez la valeur de votre bien. Agence immobilière l'Adresse à Paris 11 Agence immobilière Paris – Paris-Oberkampf Depuis plus de 10 ans, l'agence L’adresse Paris-Oberkampf, située au 124 boulevard Richard-Lenoir, est une référence en matière de transaction immobilière, de location et gestion locative d'appartements sur la commune de Paris.Nous sommes spécialisés sur le secteur de Paris. Notre parfaite connaissance du marché local nous permet de vous offrir un accompagnement sur mesure, que vous soyez propriétaire, vendeur, investisseur ou futur acquéreur. 🔑 Nos services : • Estimation immobilière Paris Vous souhaitez vendre un appartement à Paris ? Notre équipe réalise des estimations précises et gratuites, basées sur les prix au m² du quartier et les données du marché local. Que ce soit pour une vente d'appartement ou une estimation de maison à Paris 11, nous vous aidons à vendre dans les meilleures conditions. • Gestion locative Paris Nous proposons un service complet de gestion locative : recherche de locataire, rédaction du bail, état des lieux, encaissement des loyers et suivi administratif. Vous êtes propriétaire bailleur à Paris ? Déléguez la gestion de votre appartement à une agence de proximité fiable et expérimentée. • Mise en location d'appartements à Paris Vous cherchez une agence pour mettre en location votre bien ? Nous assurons une location rapide et sécurisée, que ce soit pour un studio, un T2, T3,T4, immeuble, location de locaux commerciaux, un appartement meublé, vide",2026-09-16T16:27:35,legacy_maps,7811,+33181697650,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Agence immobilière l'Adresse Paris 11 Oberkampf,qualifie,Paris,immobilier,Agence immobilière l'Adresse Paris 11 Oberkampf,https://www.ladresse-paris-oberkampf.com/
9195,contact@noveo-immo.fr,2026-09-14T14:46:34,0,4.9,,0,"
139 Av. Félix Faure, 69003 Lyon, France",1,"{""legacy_id"": 588, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+NOV%C3%89O+IMMO+Lyon/data=!4m7!3m6!1s0x47f4eb4934c46207:0xe722028be16103c4!8m2!3d45.7543738!4d4.8640076!16s%2Fg%2F11rnf9gxtk!19sChIJB2LENEnr9EcRxANh4YsCIuc?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@noveo-immo.fr\""], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-15 21:13:35"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 0, ""ia_opportunite"": 1, ""ia_signaux"": ""Site moderne""}",Email: contact@noveo-immo.fr,2026-09-16T16:27:35,legacy_maps,7808,+33472343592,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",146,Agence immobilière NOVÉO IMMO Lyon,qualifie,Lyon,immobilier,Agence immobilière NOVÉO IMMO Lyon,https://www.noveo-immo.fr/
9233,agence@twinbi.com,2026-09-14T14:46:34,25,4.9,,0,"
Arrondissement FR, 188 Bd Voltaire, 75011 Paris, France",1,"{""legacy_id"": 577, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Paris+11+-+L%27immobilier+sur+Mesure/data=!4m7!3m6!1s0x47e66d553515285b:0x34b102af6ccfbb30!8m2!3d48.8542263!4d2.3854728!16s%2Fg%2F11gmg5029k!19sChIJWygVNVVt5kcRMLvPbK8CsTQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0184251818, 0153251622"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""agence@twinbi.com\""], \""phones\"": [\""0184251818\"", \""0153251622\""], \""siret\"": \""42476141900011\"", \""rcs\"": null, \""capital\"": \""500 000 €\"", \""adresse\"": \""135 rue de Fontenay 94300 VINCENNES CONCEPTION GRAPHIQUE\"", \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:34:40"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 25, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_favicon(+5); no_og(+5)"", ""ia_reco"": ""a_verifier""}","SIRET: 42476141900011 | Adresse: 135 rue de Fontenay 94300 VINCENNES CONCEPTION GRAPHIQUE | Capital: 500 000 € | Email: agence@twinbi.com | Tel: 0184251818, 0153251622",2026-09-16T16:27:35,legacy_maps,7805,+33184251818,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Agence immobilière Paris 11 - L'immobilier sur Mesure,qualifie,Paris,immobilier,Agence immobilière Paris 11 - L'immobilier sur Mesure,http://www.immobilier-surmesure.com/contact/
7,contact@aixty.com,2026-09-14T14:46:34,5,5.0,,0,"
7 Rue Pascal Ruinat, 13005 Marseille, France",1,"{""legacy_id"": 386, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""estimation immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/AIXTY+Marseille+Immobilier+-+Agence+immobili%C3%A8re+pour+la+Transaction+%28+Vente+-+Achat+%29+-+Gestion+-+Investissement+immobilier/data=!4m7!3m6!1s0x12c9bf99b912331f:0x431593e1b3913838!8m2!3d43.2920797!4d5.4087277!16s%2Fg%2F11y28_jr65!19sChIJHzMSuZm_yRIRODiRs-GTFUM?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""email_2"": ""isaurinda.lopes@aixty.com"", ""telephone_2"": ""0442123892, 0491588003, 0679927805, 0201600000"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@aixty.com\"", \""isaurinda.lopes@aixty.com\""], \""phones\"": [\""0442123892\"", \""0491588003\"", \""0679927805\"", \""0201600000\""], \""siret\"": \""81457699700021\"", \""rcs\"": \""RCS  814576997\"", \""capital\"": null, \""adresse\"": \""1695 Route d'Eguilles 13090 Aix-en-Provence Téléphone\"", \""editeur\"": \""Le présent site est la propriété de la société AIXTY immobilier\""}"", ""date_scraping"": ""2026-06-01 20:19:59"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 5, ""ia_opportunite"": 1, ""ia_signaux"": ""no_webp(+5)""}","Editeur: Le présent site est la propriété de la société AIXTY immobilier | SIRET: 81457699700021 | RCS: RCS  814576997 | Adresse: 1695 Route d'Eguilles 13090 Aix-en-Provence Téléphone | Email: contact@aixty.com, isaurinda.lopes@aixty.com | Tel: 0442123892, 0491588003, 0679927805, 0201600000",2026-09-16T16:27:35,legacy_maps,7797,+33491588003,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",146,AIXTY Marseille Immobilier - Agence immobilière pour la Transaction ( Vente - Achat ) - Gestion - Investissement immobilier,qualifie,Marseille,immobilier,AIXTY Marseille Immobilier - Agence immobilière pour la Transaction ( Vente - Achat ) - Gestion - Investissement immobilier,https://aixty.com/
84,,2026-09-14T14:46:34,20,5.0,,0,"
10 Rue Cambon, 75001 Paris, France",1,"{""legacy_id"": 550, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/SEPTEMBER+%E2%80%94+Agence+immobili%C3%A8re+Paris/data=!4m7!3m6!1s0x47e66fe3fd85624f:0xfe4d4537fa9e36d9!8m2!3d48.8669637!4d2.3260009!16s%2Fg%2F11h_c9_wnp!19sChIJT2KF_eNv5kcR2Tae-jdFTf4?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": \""222 Bd Gustave Flaubert 63000 Clermont-Ferrand Droits des utilisateurs Conformément à la réglementation européenne et à la loi Informatique et libertés du\"", \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 20, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_webp(+5)"", ""ia_reco"": ""a_verifier""}",Adresse: 222 Bd Gustave Flaubert 63000 Clermont-Ferrand Droits des utilisateurs Conformément à la réglementat,2026-09-16T16:27:35,legacy_maps,7794,+33142337698,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,SEPTEMBER — Agence immobilière Paris,qualifie,Paris,immobilier,SEPTEMBER — Agence immobilière Paris,http://www.september.immo/
119,,2026-09-14T14:46:34,0,5.0,,0,"
119 Rue Garibaldi, 69006 Lyon, France",1,"{""legacy_id"": 359, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/L%27AGENCE+%7C+Agence+Immobili%C3%A8re+Lyon/data=!4m7!3m6!1s0x47f4eb9877f378df:0x1985b396281c37fd!8m2!3d45.7646947!4d4.8515911!16s%2Fg%2F11pxlcgcrc!19sChIJ33jzd5jr9EcR_TccKJazhRk?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:18:25"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 0, ""ia_opportunite"": 1, ""ia_signaux"": ""Site moderne""}",Not Found The requested URL was not found on this server. Apache/2.4.54 (Debian) Server at www.lagencell.fr Port 80,2026-09-16T16:27:35,legacy_maps,7791,+33478656510,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",146,L'AGENCE | Agence Immobilière Lyon,qualifie,Lyon,immobilier,L'AGENCE | Agence Immobilière Lyon,https://www.lagencell.fr/
753,,2026-09-14T14:46:33,0,4.7,Sites,0,"
11 Rue Antoine Bourdelle, 75015 Paris, France",1,"{""legacy_id"": 863, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""ecoles_formation"", ""mot_cle"": ""centre de formation"", ""lien_maps"": ""https://www.google.com/maps/place/Dawan+Paris/data=!4m7!3m6!1s0x47e671ccb16540b5:0xb94e60afcc950426!8m2!3d48.8427531!4d2.3185778!16s%2Fg%2F1tpf6fx8!19sChIJtUBlscxx5kcRJgSVzK9gTrk?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [{\""role\"": \""Webmaster\"", \""prenom\"": \""Sites\"", \""nom\"": \""WEB\"", \""email\"": \""\"", \""telephone\"": \""\""}, {\""role\"": \""Dg\"", \""prenom\"": \""Server\"", \""nom\"": \""ZIMBRA\"", \""email\"": \""\"", \""telephone\"": \""\""}, {\""role\"": \""Administrateur\"", \""prenom\"": \""Linux\"", \""nom\"": \""LINUX\"", \""email\"": \""\"", \""telephone\"": \""\""}], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-02 00:01:37"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""ecoles_formation"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 08:51:47"", ""ia_opportunite"": 35, ""ia_signaux"": ""dawan.fr = grand compte formation IT"", ""ia_reco"": ""a_verifier""}",Webmaster: Sites WEB | Dg: Server ZIMBRA | Administrateur: Linux LINUX,2026-09-16T16:27:35,legacy_maps,7437,+33972377373,"{""created_at"": ""2026-09-14T14:46:33"", ""source"": ""legacy_maps""}",144,Dawan Paris,qualifie,Paris,ecoles_formation,WEB,https://www.dawan.fr/
11,,2026-09-14T14:46:33,0,5.0,,0,,0,"{""legacy_id"": 394, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""audite"", ""categorie"": ""Agence immobilière"", ""mot_cle"": ""courtier immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Immopr%C3%AAt+Paris+Le+Marais+-+R%C3%A9publique+%28ex+Ace+Cr%C3%A9dit%29+-+Courtier+en+pr%C3%AAt+immobilier/data=!4m7!3m6!1s0x47e66d6da3d0b8f1:0x8d63da9d0cf07053!8m2!3d48.8596533!4d2.3788086!16s%2Fg%2F11v5byn1jc!19sChIJ8bjQo21t5kcRU3DwDJ3aY40?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-01 20:21:10"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 8.0, ""approuve"": 0, ""template_used"": ""maquette"", ""template_variant"": ""v1"", ""profile"": ""A"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-27 14:16:56"", ""lien_rapport"": ""local://immoprt-paris-le-marais-rpublique-ex-ace-crdit-cou/"", ""ia_opportunite"": 2, ""ia_signaux"": ""Aucun site, aucun contact — à vérifier (GMB)"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:19:03,legacy_maps,7309,,"{""created_at"": ""2026-09-14T14:46:33"", ""source"": ""legacy_maps""}",150,Immoprêt Paris Le Marais - République (ex Ace Crédit) - Courtier en prêt immobilier,qualifie,Paris,Agence immobilière,Immoprêt Paris Le Marais - République (ex Ace Crédit) - Courtier en prêt immobilier,
0,contact@jobaffinity.fr,2026-09-14T14:46:32,15,,,0,,0,"{""legacy_id"": 338, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""jobs"", ""statut_legacy"": ""email_genere"", ""categorie"": ""Signal RH — developpeur web"", ""mot_cle"": ""developpeur web"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:13:56"", ""tag_urgence"": ""audit_pending"", ""niveau_urgence"": 1, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 92, ""score_gmb"": 0, ""score_urgence"": 20.0, ""probleme_principal"": ""audit_pending"", ""rapport_resume"": ""Audit technique en attente ou échoué"", ""approuve"": 1, ""template_used"": ""sniper"", ""template_variant"": ""v1"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-02 14:42:34"", ""lien_rapport"": ""https://audit.incidenx.com/jobaffinity-fr/"", ""ia_opportunite"": 50, ""ia_signaux"": ""Le site pointé (jobaffinity.fr) est la page de connexion du SaaS ATS JobAffinity, PAS le site vitrine d'AK Recrutement. Email/tél scrapés = contact de l'éditeur. Vrai site et vrai contact à retrouver — donnée non fiable."", ""ia_reco"": ""a_verifier""}",Bienvenue sur JobAffinity Votre espace de recrutement centralisé Identifiant Mot de passe Mot de passe oublié ? Se connecter Ou Compte Google Compte Microsoft Se connecter avec un compte entreprise Vous n'êtes pas encore client Jobaffinity ? Contactez-nous,2026-09-17T12:02:04,legacy_sniper,6855,0145260873,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_sniper""}",140,AK RECRUTEMENT,qualifie,69 - LYON,Signal RH — developpeur web,AK RECRUTEMENT,https://jobaffinity.fr
0,contact@taleez.com,2026-09-14T14:46:32,5,,,0,,0,"{""legacy_id"": 339, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""jobs"", ""statut_legacy"": ""email_genere"", ""categorie"": ""Signal RH — developpeur web"", ""mot_cle"": ""developpeur web"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""dpo@taleez.com\""], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:14:06"", ""tag_urgence"": ""audit_pending"", ""niveau_urgence"": 1, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 100, ""score_gmb"": 0, ""score_urgence"": 20.0, ""probleme_principal"": ""audit_pending"", ""rapport_resume"": ""Audit technique en attente ou échoué"", ""approuve"": 1, ""template_used"": ""sniper"", ""template_variant"": ""v1"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-02 14:42:34"", ""lien_rapport"": ""https://audit.incidenx.com/taleez-com/"", ""ia_opportunite"": 50, ""ia_signaux"": ""Le site pointé (taleez.com) est l'éditeur ATS Taleez (SaaS RH), PAS le site de J.E.S. Email/tél scrapés = contact de l'éditeur. Vrai site et vrai contact à retrouver — donnée non fiable."", ""ia_reco"": ""a_verifier""}",Email: dpo@taleez.com,2026-09-17T12:02:04,legacy_sniper,6854,0772508984,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_sniper""}",140,J.E.S.,qualifie,44 - Nantes,Signal RH — developpeur web,J.E.S.,https://taleez.com
0,contact@jobaffinity.fr,2026-09-14T14:46:32,15,,,0,,0,"{""legacy_id"": 338, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""jobs"", ""statut_legacy"": ""email_genere"", ""categorie"": ""Signal RH — developpeur web"", ""mot_cle"": ""developpeur web"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:13:56"", ""tag_urgence"": ""audit_pending"", ""niveau_urgence"": 1, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 92, ""score_gmb"": 0, ""score_urgence"": 20.0, ""probleme_principal"": ""audit_pending"", ""rapport_resume"": ""Audit technique en attente ou échoué"", ""approuve"": 1, ""template_used"": ""sniper"", ""template_variant"": ""v1"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-02 14:42:34"", ""lien_rapport"": ""https://audit.incidenx.com/jobaffinity-fr/"", ""ia_score"": 15, ""ia_opportunite"": 50, ""ia_signaux"": ""Le site pointé (jobaffinity.fr) est la page de connexion du SaaS ATS JobAffinity, PAS le site vitrine d'AK Recrutement. Email/tél scrapés = contact de l'éditeur. Vrai site et vrai contact à retrouver — donnée non fiable."", ""ia_reco"": ""a_verifier""}",Bienvenue sur JobAffinity Votre espace de recrutement centralisé Identifiant Mot de passe Mot de passe oublié ? Se connecter Ou Compte Google Compte Microsoft Se connecter avec un compte entreprise Vous n'êtes pas encore client Jobaffinity ? Contactez-nous,2026-09-17T12:02:04,legacy_maps,6629,0145260873,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,AK RECRUTEMENT,qualifie,69 - LYON,Signal RH — developpeur web,AK RECRUTEMENT,https://jobaffinity.fr
0,contact@taleez.com,2026-09-14T14:46:32,5,,,0,,0,"{""legacy_id"": 339, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""jobs"", ""statut_legacy"": ""email_genere"", ""categorie"": ""Signal RH — developpeur web"", ""mot_cle"": ""developpeur web"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""dpo@taleez.com\""], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:14:06"", ""tag_urgence"": ""audit_pending"", ""niveau_urgence"": 1, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 100, ""score_gmb"": 0, ""score_urgence"": 20.0, ""probleme_principal"": ""audit_pending"", ""rapport_resume"": ""Audit technique en attente ou échoué"", ""approuve"": 1, ""template_used"": ""sniper"", ""template_variant"": ""v1"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-02 14:42:34"", ""lien_rapport"": ""https://audit.incidenx.com/taleez-com/"", ""ia_score"": 5, ""ia_opportunite"": 50, ""ia_signaux"": ""Le site pointé (taleez.com) est l'éditeur ATS Taleez (SaaS RH), PAS le site de J.E.S. Email/tél scrapés = contact de l'éditeur. Vrai site et vrai contact à retrouver — donnée non fiable."", ""ia_reco"": ""a_verifier""}",Email: dpo@taleez.com,2026-09-17T12:02:04,legacy_maps,6628,0772508984,"{""created_at"": ""2026-09-14T14:46:32"", ""source"": ""legacy_maps""}",144,J.E.S.,qualifie,44 - Nantes,Signal RH — developpeur web,J.E.S.,https://taleez.com
